Num,Accession ID,Lineage,Type
8712,EPI_ISL_10739681,BA.1,Omicron BA.1
8713,EPI_ISL_10743272,BA.1.1,Omicron BA.1
8714,EPI_ISL_10746172,BA.2.10,Omicron BA.2
8715,EPI_ISL_10746039,BA.2,Omicron BA.2
8716,EPI_ISL_10747334,BA.1,Omicron BA.1
8717,EPI_ISL_10747218,BA.1.15.1,Omicron BA.1
8718,EPI_ISL_10746612,BA.2,Omicron BA.2
8719,EPI_ISL_10746662,BA.2.10,Omicron BA.2
8720,EPI_ISL_10746561,BA.2.10,Omicron BA.2
8721,EPI_ISL_10746448,BA.2.10,Omicron BA.2
8722,EPI_ISL_10746321,BA.2,Omicron BA.2
8723,EPI_ISL_10746339,BA.2,Omicron BA.2
8724,EPI_ISL_10749443,BA.2,Omicron BA.2
8725,EPI_ISL_10755859,BA.1.15,Omicron BA.1
8726,EPI_ISL_10752622,BA.1.1.1,Omicron BA.1
8727,EPI_ISL_11056152,AY.122,Delta
8728,EPI_ISL_10757797,BA.1.1,Omicron BA.1
8729,EPI_ISL_10781904,BA.1.1,Omicron BA.1
8730,EPI_ISL_10785915,BA.1.17.2,Omicron BA.1
8731,EPI_ISL_10795147,BA.2,Omicron BA.2
8732,EPI_ISL_10796093,BA.2,Omicron BA.2
8733,EPI_ISL_10794946,BA.1.1,Omicron BA.1
8734,EPI_ISL_10806616,BA.2.9,Omicron BA.2
8735,EPI_ISL_10807441,BA.1.1.2,Omicron BA.1
8736,EPI_ISL_10815640,BA.1.1,Omicron BA.1
8737,EPI_ISL_10827224,BA.1.1,Omicron BA.1
8738,EPI_ISL_10831044,BA.1.15,Omicron BA.1
8739,EPI_ISL_10829174,BA.1.15,Omicron BA.1
8740,EPI_ISL_10835353,BA.1.15,Omicron BA.1
8741,EPI_ISL_10834023,BA.1.15,Omicron BA.1
8742,EPI_ISL_10834740,BA.1.15,Omicron BA.1
8743,EPI_ISL_10834654,BA.1.15,Omicron BA.1
8744,EPI_ISL_10848937,BA.2,Omicron BA.2
8745,EPI_ISL_10850655,BA.1.15,Omicron BA.1
8746,EPI_ISL_10858477,B.1.1.529,Omicron
8747,EPI_ISL_10862623,BA.2,Omicron BA.2
8748,EPI_ISL_10864232,AY.99.2,Delta
8749,EPI_ISL_10867866,BA.1.1,Omicron BA.1
8750,EPI_ISL_10867759,BA.1.15,Omicron BA.1
8751,EPI_ISL_10864555,AY.34.1.1,Delta
8752,EPI_ISL_10867437,BA.1.1,Omicron BA.1
8753,EPI_ISL_10873509,BA.1.1,Omicron BA.1
8754,EPI_ISL_10877849,BA.1.1,Omicron BA.1
8755,EPI_ISL_10886910,BA.2,Omicron BA.2
8756,EPI_ISL_10887279,BA.2,Omicron BA.2
8757,EPI_ISL_10886529,B.1.617.2,Delta
8758,EPI_ISL_10894931,BA.1.1,Omicron BA.1
8759,EPI_ISL_10896452,BA.1.1,Omicron BA.1
8760,EPI_ISL_10904430,BA.2,Omicron BA.2
8761,EPI_ISL_10904525,BA.1.17.2,Omicron BA.1
8762,EPI_ISL_10899907,AY.107,Delta
8763,EPI_ISL_10901761,BA.1.1,Omicron BA.1
8764,EPI_ISL_10909031,BA.1.1,Omicron BA.1
8765,EPI_ISL_10910307,AY.119,Delta
8766,EPI_ISL_10906564,BA.1.1,Omicron BA.1
8767,EPI_ISL_10910926,BA.1.1,Omicron BA.1
8768,EPI_ISL_10917890,BA.2,Omicron BA.2
8769,EPI_ISL_10918492,BA.2,Omicron BA.2
8770,EPI_ISL_10940342,BA.2,Omicron BA.2
8771,EPI_ISL_10945431,BA.1.15,Omicron BA.1
8772,EPI_ISL_10960792,BA.2,Omicron BA.2
8773,EPI_ISL_10959946,BA.1.17.2,Omicron BA.1
8774,EPI_ISL_10969490,BA.1.17.2,Omicron BA.1
8775,EPI_ISL_10972611,BA.2,Omicron BA.2
8776,EPI_ISL_10969121,AY.79,Delta
8777,EPI_ISL_10974496,BA.1.17,Omicron BA.1
8778,EPI_ISL_10979009,BA.1.13.1,Omicron BA.1
8779,EPI_ISL_10978891,BA.2,Omicron BA.2
8780,EPI_ISL_10985016,BA.2,Omicron BA.2
8781,EPI_ISL_11004229,BA.1.1.1,Omicron BA.1
8782,EPI_ISL_11011339,BA.1.15,Omicron BA.1
8783,EPI_ISL_11012204,BA.1.17.2,Omicron BA.1
8784,EPI_ISL_11016132,B.1.265,B.1 Type
8785,EPI_ISL_11014583,BA.1.1,Omicron BA.1
8786,EPI_ISL_11014874,P.1,Gamma
8787,EPI_ISL_11013764,AY.3,Delta
8788,EPI_ISL_11015435,BA.1.1,Omicron BA.1
8789,EPI_ISL_11017282,BA.1.1,Omicron BA.1
8790,EPI_ISL_11015460,BA.1.1,Omicron BA.1
8791,EPI_ISL_11015493,BA.1.1,Omicron BA.1
8792,EPI_ISL_11021548,BA.2,Omicron BA.2
8793,EPI_ISL_11018189,BA.1.1,Omicron BA.1
8794,EPI_ISL_11020527,AY.43,Delta
8795,EPI_ISL_11025198,BA.1.1.1,Omicron BA.1
8796,EPI_ISL_11033591,BA.2,Omicron BA.2
8797,EPI_ISL_11033009,BA.1.1,Omicron BA.1
8798,EPI_ISL_11036660,AY.45,Delta
8799,EPI_ISL_11036655,AY.9.2,Delta
8800,EPI_ISL_11034968,BA.1.1,Omicron BA.1
8801,EPI_ISL_11038489,BA.2,Omicron BA.2
8802,EPI_ISL_11036528,B.1.1.7,Alpha
8803,EPI_ISL_11036703,AY.122,Delta
8804,EPI_ISL_11036720,AY.5.4,Delta
8805,EPI_ISL_11036464,AY.126,Delta
8806,EPI_ISL_11037620,BA.1.1,Omicron BA.1
8807,EPI_ISL_11042978,BA.2.23,Omicron BA.2
8808,EPI_ISL_11041548,BA.2.8,Omicron BA.2
8809,EPI_ISL_11044270,BA.1.1,Omicron BA.1
8810,EPI_ISL_11044708,BA.2,Omicron BA.2
8811,EPI_ISL_11046550,BA.1.1,Omicron BA.1
8812,EPI_ISL_11054500,AY.112,Delta
8813,EPI_ISL_11049629,AY.55,Delta
8814,EPI_ISL_11071339,BA.1.17.2,Omicron BA.1
8815,EPI_ISL_11071602,BA.1,Omicron BA.1
8816,EPI_ISL_11078750,AY.59,Delta
8817,EPI_ISL_11075932,AY.98.1,Delta
8818,EPI_ISL_11077771,BA.1.15.1,Omicron BA.1
8819,EPI_ISL_11082813,BA.1.1,Omicron BA.1
8820,EPI_ISL_11080563,BA.1,Omicron BA.1
8821,EPI_ISL_11091367,BA.2.12.1,Omicron BA.2
8822,EPI_ISL_11092929,BA.2,Omicron BA.2
8823,EPI_ISL_11093625,BA.1.18,Omicron BA.1
8824,EPI_ISL_11091016,BA.1.1,Omicron BA.1
8825,EPI_ISL_11092233,BA.2.1,Omicron BA.2
8826,EPI_ISL_11093721,BA.2,Omicron BA.2
8827,EPI_ISL_11105345,AY.103,Delta
8828,EPI_ISL_11118318,BA.1.1,Omicron BA.1
8829,EPI_ISL_11120067,BA.2.9,Omicron BA.2
8830,EPI_ISL_11119030,BA.2,Omicron BA.2
8831,EPI_ISL_11125696,BA.1.1,Omicron BA.1
8832,EPI_ISL_11126422,BA.1.1,Omicron BA.1
8833,EPI_ISL_11133936,BA.1.1,Omicron BA.1
8834,EPI_ISL_11141792,BA.1.1,Omicron BA.1
8835,EPI_ISL_11141788,B.1.1.529,Omicron
8836,EPI_ISL_11142114,BA.1.1,Omicron BA.1
8837,EPI_ISL_11140714,BA.2,Omicron BA.2
8838,EPI_ISL_11143690,BA.1.1.2,Omicron BA.1
8839,EPI_ISL_11151267,BA.2,Omicron BA.2
8840,EPI_ISL_11168895,BA.1.1.1,Omicron BA.1
8841,EPI_ISL_11167845,BA.1.1,Omicron BA.1
8842,EPI_ISL_11168962,BA.2.3,Omicron BA.2
8843,EPI_ISL_11175276,BA.1.15.2,Omicron BA.1
8844,EPI_ISL_11184003,BA.2,Omicron BA.2
8845,EPI_ISL_11193312,BA.1.1,Omicron BA.1
8846,EPI_ISL_11191925,AY.25,Delta
8847,EPI_ISL_11196488,BA.1.1,Omicron BA.1
8848,EPI_ISL_11197245,BA.2.1,Omicron BA.2
8849,EPI_ISL_11199331,BA.1.1,Omicron BA.1
8850,EPI_ISL_11203222,BA.1,Omicron BA.1
8851,EPI_ISL_11203057,BA.1,Omicron BA.1
8852,EPI_ISL_11212945,BA.2.12,Omicron BA.2
8853,EPI_ISL_11218165,BA.1.1,Omicron BA.1
8854,EPI_ISL_10720955,BA.1,Omicron BA.1
8855,EPI_ISL_11816685,AY.47,Delta
8856,EPI_ISL_11104777,AY.3,Delta
8857,EPI_ISL_11041166,AY.109,Delta
8858,EPI_ISL_11494370,AY.25,Delta
8859,EPI_ISL_10737702,BA.1.1,Omicron BA.1
8860,EPI_ISL_11036879,AY.5,Delta
8861,EPI_ISL_10969089,AY.59,Delta
8862,EPI_ISL_11036689,AY.43,Delta
8863,EPI_ISL_11165089,AY.39,Delta
8864,EPI_ISL_10886581,AY.112,Delta
8865,EPI_ISL_11320235,B.1.617.2,Delta
8866,EPI_ISL_11297790,AY.36,Delta
8867,EPI_ISL_11172690,B.1.160,B.1 Type
8868,EPI_ISL_11758292,P.1,Gamma
8869,EPI_ISL_11736093,B.1.617.2,Delta
8870,EPI_ISL_10746575,BA.2,Omicron BA.2
8871,EPI_ISL_10889694,AY.109,Delta
8872,EPI_ISL_11221197,AY.57,Delta
8873,EPI_ISL_11299056,AY.44,Delta
8874,EPI_ISL_11551354,BA.2.9,Omicron BA.2
8875,EPI_ISL_10749254,BA.2.38,Omicron BA.2
8876,EPI_ISL_10918663,BA.1.18,Omicron BA.1
8877,EPI_ISL_11700387,BA.2,Omicron BA.2
8878,EPI_ISL_11090987,BA.2,Omicron BA.2
8879,EPI_ISL_11708687,BC.1,Omicron BA.1
8880,EPI_ISL_10877478,BA.1.1.18,Omicron BA.1
8881,EPI_ISL_11101302,BA.1.1,Omicron BA.1
8882,EPI_ISL_10746161,BA.2,Omicron BA.2
8883,EPI_ISL_10875769,BA.1,Omicron BA.1
8884,EPI_ISL_10747835,BA.2.10,Omicron BA.2
8885,EPI_ISL_10721638,B.1.1.529,Omicron
8886,EPI_ISL_10830882,BA.1.1,Omicron BA.1
8887,EPI_ISL_11177833,BA.1.1,Omicron BA.1
8888,EPI_ISL_11627592,BA.1.1,Omicron BA.1
8889,EPI_ISL_11415154,BA.1.17.2,Omicron BA.1
8890,EPI_ISL_11533243,BA.1.1,Omicron BA.1
8891,EPI_ISL_10783751,BA.1.15,Omicron BA.1
8892,EPI_ISL_10752893,BA.1.18,Omicron BA.1
8893,EPI_ISL_11795645,BA.1.1,Omicron BA.1
8894,EPI_ISL_11507674,BA.2,Omicron BA.2
8895,EPI_ISL_10785340,BA.1.1,Omicron BA.1
8896,EPI_ISL_11452194,BA.1.14,Omicron BA.1
8897,EPI_ISL_11670546,BA.2.9,Omicron BA.2
8898,EPI_ISL_10867994,BA.1.1,Omicron BA.1
8899,EPI_ISL_10829695,BA.1.15,Omicron BA.1
8900,EPI_ISL_11389696,BA.2,Omicron BA.2
8901,EPI_ISL_10786796,BA.1.1,Omicron BA.1
8902,EPI_ISL_10870084,BA.1.1,Omicron BA.1
8903,EPI_ISL_11142097,BA.1.15,Omicron BA.1
8904,EPI_ISL_11722097,BA.1.1.2,Omicron BA.1
8905,EPI_ISL_11427338,BA.1.20,Omicron BA.1
8906,EPI_ISL_10958976,BA.2,Omicron BA.2
8907,EPI_ISL_10850680,BA.1.1,Omicron BA.1
8908,EPI_ISL_10904366,BA.2,Omicron BA.2
8909,EPI_ISL_11834556,BA.2,Omicron BA.2
8910,EPI_ISL_11057745,BA.2,Omicron BA.2
8911,EPI_ISL_10784480,BA.1.14,Omicron BA.1
8912,EPI_ISL_11650982,BA.2,Omicron BA.2
8913,EPI_ISL_11764460,BA.1.1,Omicron BA.1
8914,EPI_ISL_11143177,BA.1.1.2,Omicron BA.1
8915,EPI_ISL_10746057,BA.2,Omicron BA.2
8916,EPI_ISL_10844681,BA.1,Omicron BA.1
8917,EPI_ISL_11570926,BA.1.1,Omicron BA.1
8918,EPI_ISL_11024565,BA.1.9,Omicron BA.1
8919,EPI_ISL_11133872,BA.1.1,Omicron BA.1
8920,EPI_ISL_11710236,BA.2.3.1,Omicron BA.2
8921,EPI_ISL_11711058,BA.1.1.2,Omicron BA.1
8922,EPI_ISL_11081559,BA.1.1.18,Omicron BA.1
8923,EPI_ISL_11200785,BA.1.1,Omicron BA.1
8924,EPI_ISL_10850668,BA.1.1,Omicron BA.1
8925,EPI_ISL_11012074,BA.1.1,Omicron BA.1
8926,EPI_ISL_10931005,BA.2,Omicron BA.2
8927,EPI_ISL_10961156,BA.1.1,Omicron BA.1
8928,EPI_ISL_11370091,BA.1.1,Omicron BA.1
8929,EPI_ISL_11036955,AY.122.6,Delta
8930,EPI_ISL_11131218,B.1.617.2,Delta
8931,EPI_ISL_10969038,AY.59,Delta
8932,EPI_ISL_11695997,B.1.621,B.1 Type
8933,EPI_ISL_11686387,B.1.621,B.1 Type
8934,EPI_ISL_11385431,AY.9.2,Delta
8935,EPI_ISL_11131189,AY.103,Delta
8936,EPI_ISL_11681790,B.1.630,B.1 Type
8937,EPI_ISL_11532987,AY.106,Delta
8938,EPI_ISL_11853546,BA.2,Omicron BA.2
8939,EPI_ISL_11854418,BA.1.1,Omicron BA.1
8940,EPI_ISL_11854531,AY.20,Delta
8941,EPI_ISL_11854773,BA.1.1,Omicron BA.1
8942,EPI_ISL_11854962,BA.1.17,Omicron BA.1
8943,EPI_ISL_11855113,AY.119.2,Delta
8944,EPI_ISL_11855297,AY.122,Delta
8945,EPI_ISL_11856024,AY.122,Delta
8946,EPI_ISL_11857970,BA.1.1,Omicron BA.1
8947,EPI_ISL_11858830,BA.1.1,Omicron BA.1
8948,EPI_ISL_11859643,BA.1.1,Omicron BA.1
8949,EPI_ISL_11860551,BA.2,Omicron BA.2
8950,EPI_ISL_11861049,B.1.2,B.1 Type
8951,EPI_ISL_11861949,BA.1.1.2,Omicron BA.1
8952,EPI_ISL_11862278,AY.39.1,Delta
8953,EPI_ISL_11863079,BA.2.12.1,Omicron BA.2
8954,EPI_ISL_11863804,BA.1.20,Omicron BA.1
8955,EPI_ISL_11864388,AY.46.4,Delta
8956,EPI_ISL_11864976,BA.1.1,Omicron BA.1
8957,EPI_ISL_11871895,BA.2.9,Omicron BA.2
8958,EPI_ISL_11879034,BA.1.1,Omicron BA.1
8959,EPI_ISL_11881245,BA.2,Omicron BA.2
8960,EPI_ISL_11881927,AY.122,Delta
8961,EPI_ISL_11882485,BA.2.32,Omicron BA.2
8962,EPI_ISL_11889768,BA.2,Omicron BA.2
8963,EPI_ISL_11890026,BA.2,Omicron BA.2
8964,EPI_ISL_11890193,BA.1.1,Omicron BA.1
8965,EPI_ISL_11891069,BA.1.15,Omicron BA.1
8966,EPI_ISL_11891322,BA.1,Omicron BA.1
8967,EPI_ISL_11891426,BA.1.1,Omicron BA.1
8968,EPI_ISL_11893907,AY.26,Delta
8969,EPI_ISL_11900401,BA.1,Omicron BA.1
8970,EPI_ISL_11900481,BA.1.1,Omicron BA.1
8971,EPI_ISL_11902623,BA.1.1.2,Omicron BA.1
8972,EPI_ISL_11903038,BA.1,Omicron BA.1
8973,EPI_ISL_11905519,BA.2,Omicron BA.2
8974,EPI_ISL_11905621,BA.1,Omicron BA.1
8975,EPI_ISL_11905702,BA.1.1.14,Omicron BA.1
8976,EPI_ISL_11905705,BA.1.1.14,Omicron BA.1
8977,EPI_ISL_11916972,BA.2,Omicron BA.2
8978,EPI_ISL_11918854,BA.2.9,Omicron BA.2
8979,EPI_ISL_11919425,BA.1.1,Omicron BA.1
8980,EPI_ISL_11922302,BA.1,Omicron BA.1
8981,EPI_ISL_11931735,BA.2,Omicron BA.2
8982,EPI_ISL_11932947,BA.2,Omicron BA.2
8983,EPI_ISL_11937303,BA.1.1.1,Omicron BA.1
8984,EPI_ISL_11947728,BA.2,Omicron BA.2
8985,EPI_ISL_11950462,BA.1,Omicron BA.1
8986,EPI_ISL_11961341,AY.119,Delta
8987,EPI_ISL_11964772,BA.1.1,Omicron BA.1
8988,EPI_ISL_11966904,BA.1.1,Omicron BA.1
8989,EPI_ISL_11968188,BA.1.1,Omicron BA.1
8990,EPI_ISL_11971953,AY.25.1,Delta
8991,EPI_ISL_11973145,BA.1.17,Omicron BA.1
8992,EPI_ISL_11973475,BA.1.1,Omicron BA.1
8993,EPI_ISL_11986473,AY.127.1,Delta
8994,EPI_ISL_12000910,BA.1.1,Omicron BA.1
8995,EPI_ISL_12001121,BA.1.1,Omicron BA.1
8996,EPI_ISL_12001739,BA.2.3,Omicron BA.2
8997,EPI_ISL_12003052,B.1.400,B.1 Type
8998,EPI_ISL_12004263,BA.2.10,Omicron BA.2
8999,EPI_ISL_12004444,BA.2.24,Omicron BA.2
9000,EPI_ISL_12005679,BA.1.1,Omicron BA.1
9001,EPI_ISL_12014577,BA.2,Omicron BA.2
9002,EPI_ISL_12015415,BA.2,Omicron BA.2
9003,EPI_ISL_12026883,BA.1.1.1,Omicron BA.1
9004,EPI_ISL_12029614,BA.2,Omicron BA.2
9005,EPI_ISL_12029736,BA.2,Omicron BA.2
9006,EPI_ISL_12032550,BA.1.1,Omicron BA.1
9007,EPI_ISL_12033584,BA.1.1,Omicron BA.1
9008,EPI_ISL_12033786,BA.2.9,Omicron BA.2
9009,EPI_ISL_12039444,BA.2.3,Omicron BA.2
9010,EPI_ISL_12046299,BA.2.9,Omicron BA.2
9011,EPI_ISL_12047462,BA.2,Omicron BA.2
9012,EPI_ISL_12048118,BA.1.17.2,Omicron BA.1
9013,EPI_ISL_12049584,BA.2,Omicron BA.2
9014,EPI_ISL_12050193,BA.1.1,Omicron BA.1
9015,EPI_ISL_12050711,BA.2,Omicron BA.2
9016,EPI_ISL_12051929,BA.2.12.1,Omicron BA.2
9017,EPI_ISL_12056214,B.1.2,B.1 Type
9018,EPI_ISL_12056732,B.1.2,B.1 Type
9019,EPI_ISL_12058323,BA.2,Omicron BA.2
9020,EPI_ISL_12060521,BA.1.1,Omicron BA.1
9021,EPI_ISL_12061236,B.1.1.529,Omicron
9022,EPI_ISL_12068337,BA.2,Omicron BA.2
9023,EPI_ISL_12070409,BA.1,Omicron BA.1
9024,EPI_ISL_12075658,BC.1,Omicron BA.1
9025,EPI_ISL_12081863,BA.1.1,Omicron BA.1
9026,EPI_ISL_12081939,BA.2,Omicron BA.2
9027,EPI_ISL_12084290,B.1.617.2,Delta
9028,EPI_ISL_12084688,BA.2,Omicron BA.2
9029,EPI_ISL_12099722,BA.2.3,Omicron BA.2
9030,EPI_ISL_12113331,BA.2.9,Omicron BA.2
9031,EPI_ISL_12114506,BA.2,Omicron BA.2
9032,EPI_ISL_12116147,BA.2,Omicron BA.2
9033,EPI_ISL_12116236,BA.2.12,Omicron BA.2
9034,EPI_ISL_12116825,BA.2.12.1,Omicron BA.2
9035,EPI_ISL_12117030,BA.2.12.1,Omicron BA.2
9036,EPI_ISL_12118225,BA.2.12.1,Omicron BA.2
9037,EPI_ISL_12118428,AY.126,Delta
9038,EPI_ISL_12122856,BA.2,Omicron BA.2
9039,EPI_ISL_12124593,BA.2,Omicron BA.2
9040,EPI_ISL_12126815,BA.1.1,Omicron BA.1
9041,EPI_ISL_12126844,BA.1,Omicron BA.1
9042,EPI_ISL_12127144,B.1.1.529,Omicron
9043,EPI_ISL_12129057,BA.1.1,Omicron BA.1
9044,EPI_ISL_12133713,BA.2.13,Omicron BA.2
9045,EPI_ISL_12133792,BA.2.33,Omicron BA.2
9046,EPI_ISL_12133838,B.1.1.529,Omicron
9047,EPI_ISL_12134243,BA.2,Omicron BA.2
9048,EPI_ISL_12134315,BA.2,Omicron BA.2
9049,EPI_ISL_12137426,AY.3,Delta
9050,EPI_ISL_12137688,BA.1.15,Omicron BA.1
9051,EPI_ISL_12139969,BA.2,Omicron BA.2
9052,EPI_ISL_12144231,BA.1.1.1,Omicron BA.1
9053,EPI_ISL_12144254,BA.1.1,Omicron BA.1
9054,EPI_ISL_12145394,BA.1.17,Omicron BA.1
9055,EPI_ISL_12146268,BA.2,Omicron BA.2
9056,EPI_ISL_12147624,BA.1.1,Omicron BA.1
9057,EPI_ISL_12148872,BA.1.1,Omicron BA.1
9058,EPI_ISL_12154883,BA.1.1,Omicron BA.1
9059,EPI_ISL_12157372,AY.39,Delta
9060,EPI_ISL_12167529,BA.2,Omicron BA.2
9061,EPI_ISL_12168932,BA.1.1,Omicron BA.1
9062,EPI_ISL_12169152,BA.2.12.1,Omicron BA.2
9063,EPI_ISL_12171563,AY.47,Delta
9064,EPI_ISL_12171665,AY.25,Delta
9065,EPI_ISL_12172742,AY.25.1,Delta
9066,EPI_ISL_12173040,BA.2,Omicron BA.2
9067,EPI_ISL_12174067,BA.1.1,Omicron BA.1
9068,EPI_ISL_12175013,B.1.110.3,B.1 Type
9069,EPI_ISL_12175083,BA.2.2,Omicron BA.2
9070,EPI_ISL_12178486,BA.2,Omicron BA.2
9071,EPI_ISL_12181757,BA.2,Omicron BA.2
9072,EPI_ISL_12187212,BA.2,Omicron BA.2
9073,EPI_ISL_12187397,BA.2,Omicron BA.2
9074,EPI_ISL_12210620,BA.2,Omicron BA.2
9075,EPI_ISL_12212026,BA.2.23,Omicron BA.2
9076,EPI_ISL_12215746,BA.2,Omicron BA.2
9077,EPI_ISL_12220157,AY.43,Delta
9078,EPI_ISL_12233455,BA.2,Omicron BA.2
9079,EPI_ISL_12235764,BA.1.14.1,Omicron BA.1
9080,EPI_ISL_12239088,BA.1.1,Omicron BA.1
9081,EPI_ISL_12240916,AY.131,Delta
9082,EPI_ISL_12245765,BA.2,Omicron BA.2
9083,EPI_ISL_12249930,BA.1.1,Omicron BA.1
9084,EPI_ISL_12258564,BA.2.3.1,Omicron BA.2
9085,EPI_ISL_12264901,BA.2.3,Omicron BA.2
9086,EPI_ISL_12266988,AY.43,Delta
9087,EPI_ISL_12272394,BA.1,Omicron BA.1
9088,EPI_ISL_12275383,AY.25,Delta
9089,EPI_ISL_12281274,BA.2,Omicron BA.2
9090,EPI_ISL_12283421,BA.2.9.1,Omicron BA.2
9091,EPI_ISL_12290066,BA.2,Omicron BA.2
9092,EPI_ISL_12292167,BA.2,Omicron BA.2
9093,EPI_ISL_12292500,BA.1.1.1,Omicron BA.1
9094,EPI_ISL_12292502,BA.1.1,Omicron BA.1
9095,EPI_ISL_12303087,BA.1.15,Omicron BA.1
9096,EPI_ISL_12303156,BA.1,Omicron BA.1
9097,EPI_ISL_12308895,BA.1,Omicron BA.1
9098,EPI_ISL_12309163,BA.2.3,Omicron BA.2
9099,EPI_ISL_12309276,BA.1.1,Omicron BA.1
9100,EPI_ISL_12309439,BA.2.24,Omicron BA.2
9101,EPI_ISL_12309481,BA.2.10.1,Omicron BA.2
9102,EPI_ISL_12323993,BA.1.1,Omicron BA.1
9103,EPI_ISL_12325230,AY.122,Delta
9104,EPI_ISL_12325387,AY.43,Delta
9105,EPI_ISL_12327627,B.1.1.7,Alpha
9106,EPI_ISL_12331117,BA.2.9,Omicron BA.2
9107,EPI_ISL_12331762,BA.1.1,Omicron BA.1
9108,EPI_ISL_12333485,BA.2,Omicron BA.2
9109,EPI_ISL_12333521,BA.2,Omicron BA.2
9110,EPI_ISL_12347207,BA.2,Omicron BA.2
9111,EPI_ISL_12364630,BA.1.17,Omicron BA.1
9112,EPI_ISL_12374264,BA.1.1,Omicron BA.1
9113,EPI_ISL_12377986,B.1.1,B.1.1 Type
9114,EPI_ISL_12378139,AW.1,B.1.1 Type
9115,EPI_ISL_12380203,BA.1.1,Omicron BA.1
9116,EPI_ISL_12380518,BA.1.15,Omicron BA.1
9117,EPI_ISL_12382558,BA.2.9,Omicron BA.2
9118,EPI_ISL_12382964,BA.2.3,Omicron BA.2
9119,EPI_ISL_12385313,AY.117,Delta
9120,EPI_ISL_12387916,B.1.1.7,Alpha
9121,EPI_ISL_12389093,AY.26,Delta
9122,EPI_ISL_12389650,BA.1.15,Omicron BA.1
9123,EPI_ISL_12394981,BA.2,Omicron BA.2
9124,EPI_ISL_12395789,BA.2,Omicron BA.2
9125,EPI_ISL_12411143,BA.1.1,Omicron BA.1
9126,EPI_ISL_12411171,BA.1.1,Omicron BA.1
9127,EPI_ISL_12411433,BA.1.14.1,Omicron BA.1
9128,EPI_ISL_12411480,BA.1.1,Omicron BA.1
9129,EPI_ISL_12411637,BA.1.15,Omicron BA.1
9130,EPI_ISL_12413555,BA.2,Omicron BA.2
9131,EPI_ISL_12414080,BA.2.3,Omicron BA.2
9132,EPI_ISL_12416356,B.1,B.1
9133,EPI_ISL_12417032,BA.1.1,Omicron BA.1
9134,EPI_ISL_12417136,BA.2,Omicron BA.2
9135,EPI_ISL_12419190,BA.2.2,Omicron BA.2
9136,EPI_ISL_12422498,BA.2.12.1,Omicron BA.2
9137,EPI_ISL_12423096,BA.1.15,Omicron BA.1
9138,EPI_ISL_12425121,P.1,Gamma
9139,EPI_ISL_12425157,P.1,Gamma
9140,EPI_ISL_12425455,P.1,Gamma
9141,EPI_ISL_12426116,P.1,Gamma
9142,EPI_ISL_12426192,P.1,Gamma
9143,EPI_ISL_12426513,P.1,Gamma
9144,EPI_ISL_12428797,BA.2,Omicron BA.2
9145,EPI_ISL_12432480,BA.2,Omicron BA.2
9146,EPI_ISL_12439844,BA.1.17.2,Omicron BA.1
9147,EPI_ISL_12440109,BA.2,Omicron BA.2
9148,EPI_ISL_12464932,BA.2.9,Omicron BA.2
9149,EPI_ISL_12465075,BA.2.35,Omicron BA.2
9150,EPI_ISL_12466171,BA.2.9,Omicron BA.2
9151,EPI_ISL_12469039,BA.1.1,Omicron BA.1
9152,EPI_ISL_12469585,BA.2,Omicron BA.2
9153,EPI_ISL_12469831,BA.2,Omicron BA.2
9154,EPI_ISL_12469841,BA.2.56,Omicron BA.2
9155,EPI_ISL_12472396,BA.2,Omicron BA.2
9156,EPI_ISL_12477401,BA.2.40.1,Omicron BA.2
9157,EPI_ISL_12477500,BA.2.36,Omicron BA.2
9158,EPI_ISL_12484616,BA.2,Omicron BA.2
9159,EPI_ISL_12490126,BA.2,Omicron BA.2
9160,EPI_ISL_12490561,BA.2,Omicron BA.2
9161,EPI_ISL_12496797,BA.2.10,Omicron BA.2
9162,EPI_ISL_12499411,BA.2,Omicron BA.2
9163,EPI_ISL_12499975,BA.1.1,Omicron BA.1
9164,EPI_ISL_12500162,AY.3,Delta
9165,EPI_ISL_12501086,BA.2,Omicron BA.2
9166,EPI_ISL_12501780,BA.2.9,Omicron BA.2
9167,EPI_ISL_12502540,BA.2,Omicron BA.2
9168,EPI_ISL_12504498,BA.2.10,Omicron BA.2
9169,EPI_ISL_12505235,BA.2,Omicron BA.2
9170,EPI_ISL_12505298,BA.2,Omicron BA.2
9171,EPI_ISL_12508185,BA.1.1.10,Omicron BA.1
9172,EPI_ISL_12510088,BA.2.57,Omicron BA.2
9173,EPI_ISL_12510231,BA.2.40.1,Omicron BA.2
9174,EPI_ISL_12511459,BA.2,Omicron BA.2
9175,EPI_ISL_12512986,BA.2,Omicron BA.2
9176,EPI_ISL_12514106,BA.2,Omicron BA.2
9177,EPI_ISL_12514260,BA.2,Omicron BA.2
9178,EPI_ISL_12515739,BA.2.12.1,Omicron BA.2
9179,EPI_ISL_12530449,BA.2,Omicron BA.2
9180,EPI_ISL_12532491,BA.2.36,Omicron BA.2
9181,EPI_ISL_12533921,BA.2,Omicron BA.2
9182,EPI_ISL_12534814,BA.1.1,Omicron BA.1
9183,EPI_ISL_12534871,BA.1.1,Omicron BA.1
9184,EPI_ISL_12539561,BA.2,Omicron BA.2
9185,EPI_ISL_12540789,BA.2.12.1,Omicron BA.2
